Type,Gender,Breed1,Color1,Color2,State,Age,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,VideoAmt,PhotoAmt,is_adopted
Cat,Male,Domestic Short Hair,Yellow,NoColor,Kuala Lumpur,12.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,0
Dog,Mixed,Doberman Pinscher,Black,White,Selangor,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,0.0,0.0,1.0,1
Dog,Male,Dachshund,Brown,NoColor,Selangor,35.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,2.0,1
Cat,Female,Domestic Short Hair,Black,Brown,Selangor,12.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,0.0,0.0,5.0,1
Dog,Female,Mixed Breed,Brown,NoColor,Kuala Lumpur,5.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,10.0,1
Cat,Female,Domestic Short Hair,Golden,NoColor,Selangor,0.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,0.0,0.0,5.0,0
Cat,Male,Siamese,White,NoColor,Selangor,8.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,100.0,0.0,1.0,0
Cat,Mixed,Domestic Medium Hair,Black,Brown,Selangor,12.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,0.0,0.0,8.0,1
Cat,Female,Domestic Short Hair,Golden,NoColor,Selangor,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1
Cat,Female,Persian,Black,Brown,Kuala Lumpur,3.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,0.0,0.0,3.0,1
Dog,Female,Doberman Pinscher,Black,Brown,Selangor,9.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1
Cat,Female,Domestic Short Hair,Brown,Golden,Selangor,13.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,5.0,0
Cat,Mixed,Domestic Short Hair,Black,Brown,Selangor,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,0.0,2.0,17.0,1
Dog,Male,Schnauzer,Cream,Gray,Selangor,12.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,500.0,0.0,1.0,1
Dog,Male,Mixed Breed,Brown,White,Selangor,24.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,0
Dog,Female,Labrador Retriever,Cream,White,Selangor,37.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,1
Cat,Male,Domestic Medium Hair,Brown,White,Kedah,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,5.0,1
Dog,Female,Mixed Breed,Brown,NoColor,Selangor,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,7.0,1
Cat,Female,Siamese,Brown,White,Kuala Lumpur,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,400.0,0.0,4.0,1
Cat,Female,Domestic Long Hair,Brown,Yellow,Kuala Lumpur,12.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,1
Dog,Male,Mixed Breed,Golden,NoColor,Selangor,30.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1
Cat,Male,Domestic Short Hair,Gray,NoColor,Kuala Lumpur,9.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,10.0,0.0,3.0,1
Cat,Female,Domestic Short Hair,Brown,Yellow,Kuala Lumpur,11.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,1.0,0
Dog,Female,Mixed Breed,Black,Brown,Kuala Lumpur,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,4.0,1
Cat,Female,Domestic Short Hair,Brown,Cream,Selangor,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,16.0,1
Dog,Female,Affenpinscher,Black,Yellow,Selangor,5.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,0
Cat,Female,Domestic Medium Hair,Black,Brown,Selangor,48.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,3.0,1
Dog,Female,Mixed Breed,Brown,NoColor,Selangor,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1
Dog,Male,Mixed Breed,Black,Brown,Selangor,3.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,0
Cat,Male,Domestic Medium Hair,Black,Gray,Selangor,36.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,0
Dog,Female,Mixed Breed,Black,Brown,Kuala Lumpur,6.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,0
Cat,Female,Persian,Gray,White,Kuala Lumpur,96.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,5.0,1
Cat,Male,Domestic Short Hair,Black,NoColor,Selangor,5.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,12.0,1
Cat,Male,Domestic Long Hair,Gray,White,Selangor,23.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,4.0,1
Dog,Female,Mixed Breed,Black,Brown,Selangor,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,4.0,1
Cat,Female,Domestic Short Hair,Black,Yellow,Selangor,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,5.0,0
Dog,Male,Husky,Black,Gray,Selangor,30.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,1
Dog,Male,Silky Terrier,Brown,NoColor,Selangor,96.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,0
Cat,Male,Domestic Medium Hair,White,NoColor,Selangor,3.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,1
Cat,Mixed,Domestic Short Hair,Cream,Gray,Selangor,6.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,0.0,0.0,4.0,1
Dog,Female,Jack Russell Terrier,Brown,Cream,Selangor,24.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,1
Cat,Female,Domestic Short Hair,Black,White,Selangor,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,1
Dog,Female,Mixed Breed,White,NoColor,Pulau Pinang,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,20.0,0.0,1.0,1
Dog,Female,Mixed Breed,Black,Brown,Selangor,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,300.0,0.0,3.0,1
Dog,Female,Silky Terrier,Black,Gray,Selangor,24.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,3.0,1
Dog,Male,Golden Retriever,Golden,NoColor,Selangor,24.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,2.0,1
Cat,Female,Domestic Medium Hair,Black,Brown,Selangor,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1
Cat,Male,Domestic Medium Hair,Yellow,White,Selangor,5.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,100.0,0.0,4.0,1
Cat,Female,Domestic Short Hair,Brown,Yellow,Selangor,9.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,8.0,0
Dog,Male,Mixed Breed,Black,Cream,Perak,7.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,6.0,1
Cat,Mixed,Domestic Short Hair,Black,Gray,Selangor,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,0.0,0.0,7.0,1
Dog,Mixed,Mixed Breed,Brown,White,Selangor,2.0,2.0,1.0,3.0,3.0,3.0,1.0,2.0,0.0,0.0,2.0,1
Dog,Female,Mixed Breed,Brown,Cream,Selangor,14.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80.0,0.0,3.0,1
Dog,Female,Mixed Breed,Black,Brown,Selangor,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,0.0,0.0,5.0,0
Cat,Male,Domestic Short Hair,Gray,NoColor,Kuala Lumpur,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,0
Dog,Male,Mixed Breed,Cream,NoColor,Johor,8.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,300.0,0.0,4.0,1
Dog,Female,Mixed Breed,Brown,White,Selangor,11.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,0.0,0.0,2.0,0
Cat,Male,Domestic Medium Hair,Brown,NoColor,Kuala Lumpur,12.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0,0
Dog,Female,Mixed Breed,Black,Brown,Selangor,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,1
Dog,Male,Mixed Breed,Black,NoColor,Kuala Lumpur,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,10.0,1
Dog,Female,Mixed Breed,Black,Brown,Selangor,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,5.0,1
Cat,Female,Domestic Short Hair,Brown,White,Selangor,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,5.0,1
Dog,Female,Mixed Breed,Black,Brown,Selangor,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,4.0,0
Cat,Female,Domestic Short Hair,Black,White,Selangor,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,1
Cat,Male,Domestic Short Hair,Brown,NoColor,Kuala Lumpur,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,100.0,0.0,6.0,1
Cat,Mixed,Domestic Short Hair,Black,White,Kuala Lumpur,12.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,0
Dog,Male,Mixed Breed,Yellow,NoColor,Kuala Lumpur,12.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,0
Cat,Male,Domestic Short Hair,Black,White,Kedah,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1
Cat,Female,Calico,Brown,Yellow,Selangor,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,50.0,0.0,2.0,1
Dog,Male,Spitz,Black,Golden,Selangor,14.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,1
Dog,Female,Mixed Breed,White,NoColor,Negeri Sembilan,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,5.0,1
Dog,Female,Mixed Breed,Brown,White,Selangor,1.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1
Dog,Male,Shih Tzu,Cream,White,Selangor,60.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,11.0,1
Cat,Mixed,Domestic Short Hair,Black,Gray,Kuala Lumpur,15.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,0.0,0.0,2.0,1
Dog,Female,Mixed Breed,Black,Brown,Pulau Pinang,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1
Cat,Female,Domestic Short Hair,Brown,Gray,Selangor,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,1
Cat,Male,Persian,Brown,Cream,Melaka,18.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,500.0,0.0,3.0,1
Cat,Mixed,Domestic Short Hair,Black,Cream,Selangor,0.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,0.0,0.0,3.0,1
Dog,Female,Mixed Breed,Black,Brown,Selangor,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,4.0,1
Dog,Female,Mixed Breed,Black,Golden,Selangor,30.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0
Cat,Male,Domestic Short Hair,Gray,NoColor,Kuala Lumpur,31.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0,0
Cat,Male,Domestic Short Hair,Golden,Cream,Kuala Lumpur,3.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,3.0,1
Cat,Female,Tortoiseshell,Black,Golden,Kuala Lumpur,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1
Dog,Male,Mixed Breed,Brown,NoColor,Selangor,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1
Dog,Male,Mixed Breed,Black,Brown,Kuala Lumpur,24.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,7.0,0
Dog,Male,Mixed Breed,Black,Brown,Selangor,60.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,8.0,1
Cat,Female,Burmilla,Brown,Cream,Selangor,48.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,0.0,0.0,10.0,1
Cat,Male,Domestic Short Hair,Black,White,Kuala Lumpur,12.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0
Dog,Female,Mixed Breed,Black,White,Selangor,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,4.0,1
Cat,Male,Tabby,Black,Brown,Kuala Lumpur,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,4.0,1
Dog,Female,Mixed Breed,Brown,NoColor,Selangor,4.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,30.0,0.0,1.0,0
Dog,Male,Mixed Breed,Black,Brown,Selangor,12.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0
Dog,Female,Mixed Breed,Brown,NoColor,Selangor,3.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,2.0,1
Cat,Male,Domestic Medium Hair,Gray,White,Selangor,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,1
Cat,Mixed,Domestic Short Hair,Black,Brown,Kuala Lumpur,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,9.0,1
Dog,Female,Mixed Breed,Brown,NoColor,Pulau Pinang,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,80.0,0.0,1.0,0
Cat,Female,Domestic Medium Hair,Black,White,Selangor,4.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,50.0,0.0,3.0,0
Cat,Female,Domestic Medium Hair,Cream,Gray,Kuala Lumpur,5.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,0
Cat,Female,Domestic Medium Hair,Black,Gray,Selangor,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,5.0,1
Cat,Male,Russian Blue,Gray,NoColor,Selangor,6.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,150.0,0.0,5.0,1
Cat,Male,American Shorthair,Black,Brown,Kuala Lumpur,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,5.0,1
Cat,Female,Domestic Short Hair,Brown,NoColor,Selangor,2.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0,0.0,0.0,5.0,1
Dog,Female,Mixed Breed,Yellow,NoColor,Selangor,12.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,11.0,0
Dog,Female,Mixed Breed,White,NoColor,Perak,24.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,1
Dog,Male,Mixed Breed,Black,White,Pulau Pinang,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1
Cat,Male,Domestic Medium Hair,Golden,NoColor,Selangor,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1
Dog,Male,Mixed Breed,Black,White,Selangor,60.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,5.0,1
Cat,Male,Domestic Medium Hair,Black,White,Negeri Sembilan,12.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,1
Cat,Female,Siamese,Cream,NoColor,Kuala Lumpur,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,150.0,0.0,4.0,1
Dog,Female,Mixed Breed,Brown,NoColor,Selangor,24.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,20.0,0.0,2.0,0
Cat,Mixed,Domestic Short Hair,Black,Yellow,Selangor,3.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,0.0,0.0,5.0,1
Dog,Male,Shih Tzu,Brown,White,Kuala Lumpur,6.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,9.0,1
Dog,Male,German Shepherd Dog,Black,Brown,Pulau Pinang,4.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,2.0,1
Cat,Female,Tortoiseshell,Black,Brown,Selangor,12.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1
Dog,Male,Jack Russell Terrier,Brown,White,Selangor,10.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0
Dog,Female,Kai Dog,Black,NoColor,Kuala Lumpur,60.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,2.0,0
Dog,Male,Mixed Breed,Brown,NoColor,Selangor,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1
Dog,Female,Mixed Breed,Brown,NoColor,Selangor,4.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,0
Cat,Female,Persian,Black,NoColor,Kuala Lumpur,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1
Dog,Female,Mixed Breed,Black,White,Kuala Lumpur,31.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0
Cat,Female,Domestic Short Hair,Cream,Gray,Selangor,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,1
Cat,Female,Tabby,Black,White,Kuala Lumpur,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,5.0,1
Cat,Male,Domestic Short Hair,Black,Gray,Selangor,2.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,8.0,1
Dog,Male,Terrier,Black,Cream,Selangor,36.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,200.0,0.0,2.0,1
Dog,Female,Mixed Breed,Brown,NoColor,Selangor,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,1
Cat,Male,Domestic Short Hair,Yellow,White,Kuala Lumpur,5.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,100.0,0.0,1.0,0
Cat,Male,Domestic Short Hair,Black,Gray,Selangor,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,1
Dog,Female,German Shepherd Dog,Black,Brown,Selangor,36.0,4.0,1.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,3.0,1
Dog,Female,Boxer,Brown,Golden,Kuala Lumpur,65.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,3.0,1
Dog,Female,Mixed Breed,Black,Golden,Selangor,24.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,3.0,0
Dog,Female,Mixed Breed,Black,Brown,Selangor,3.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,5.0,1
Dog,Female,Terrier,Golden,Cream,Selangor,3.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,1
Dog,Female,Mixed Breed,Brown,NoColor,Pulau Pinang,24.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,3.0,0
Dog,Female,Mixed Breed,White,NoColor,Kuala Lumpur,10.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0
Dog,Female,Mixed Breed,Brown,NoColor,Selangor,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,50.0,0.0,2.0,0
Dog,Female,Mixed Breed,Black,Brown,Melaka,15.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0
Cat,Female,Domestic Short Hair,White,NoColor,Selangor,12.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,4.0,0
Dog,Female,Beagle,Black,Brown,Selangor,48.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1
Cat,Male,Domestic Short Hair,Golden,White,Negeri Sembilan,11.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,0
Cat,Mixed,Domestic Medium Hair,Black,Yellow,Selangor,5.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,0.0,0.0,3.0,0
Dog,Female,Mixed Breed,Cream,White,Selangor,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,1
Cat,Male,Domestic Short Hair,Black,White,Kuala Lumpur,48.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,5.0,1
Cat,Male,Domestic Short Hair,Black,Brown,Selangor,1.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,2.0,1
Dog,Male,Doberman Pinscher,Black,Brown,Selangor,10.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,6.0,1
Dog,Male,Beagle,Black,Brown,Selangor,27.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,1
Cat,Mixed,Domestic Medium Hair,Golden,Cream,Selangor,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,0.0,0.0,15.0,1
Dog,Male,Mixed Breed,Brown,NoColor,Kuala Lumpur,6.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,3.0,1
Cat,Female,Calico,Black,Golden,Kuala Lumpur,60.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1
Cat,Female,Domestic Long Hair,Black,Gray,Selangor,7.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,250.0,0.0,1.0,0
Dog,Mixed,Mixed Breed,Brown,Yellow,Selangor,2.0,2.0,1.0,2.0,2.0,3.0,1.0,5.0,0.0,0.0,7.0,1
Cat,Male,Domestic Short Hair,Golden,NoColor,Selangor,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,0.0,2.0,1
Dog,Female,Mixed Breed,Brown,White,Selangor,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,0
Cat,Male,Domestic Short Hair,Cream,Gray,Selangor,12.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,1
Cat,Male,Domestic Short Hair,Black,Cream,Selangor,12.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,4.0,1
Dog,Male,Miniature Pinscher,Black,Brown,Kuala Lumpur,10.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,1
Dog,Mixed,Mixed Breed,Brown,Yellow,Kuala Lumpur,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,5.0,0
Cat,Mixed,Domestic Medium Hair,Black,NoColor,Johor,1.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,0.0,0.0,6.0,1
Cat,Male,Domestic Medium Hair,Black,Brown,Selangor,3.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0
Dog,Male,Mixed Breed,Brown,Gray,Selangor,5.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,0.0,0.0,3.0,0
Cat,Male,Domestic Short Hair,Black,Cream,Kuala Lumpur,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,5.0,1
Cat,Male,Domestic Medium Hair,Yellow,NoColor,Selangor,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,5.0,1
Dog,Female,Mixed Breed,Brown,White,Selangor,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,50.0,0.0,1.0,1
Dog,Female,Mixed Breed,Black,Yellow,Pulau Pinang,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,3.0,0
Dog,Male,Mixed Breed,Brown,NoColor,Selangor,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,4.0,1
Dog,Mixed,Mixed Breed,Black,Golden,Selangor,76.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,3.0,0
Cat,Mixed,Tabby,Brown,Golden,Selangor,3.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,0.0,0.0,5.0,1
Cat,Male,Domestic Medium Hair,White,NoColor,Selangor,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,5.0,1
Dog,Male,Mixed Breed,Brown,Cream,Selangor,15.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1
Cat,Female,Domestic Medium Hair,Black,White,Selangor,7.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,0.0,0.0,4.0,0
Cat,Mixed,Domestic Medium Hair,Black,Gray,Selangor,3.0,2.0,2.0,2.0,1.0,2.0,1.0,6.0,0.0,0.0,4.0,1
Dog,Female,Mixed Breed,Black,Brown,Selangor,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,5.0,1
Cat,Male,Domestic Short Hair,Black,Golden,Selangor,12.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,30.0,0.0,5.0,1
Dog,Male,Mixed Breed,Brown,NoColor,Kuala Lumpur,18.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,0.0,0.0,5.0,1
Cat,Female,Domestic Short Hair,Brown,Golden,Selangor,6.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1
Dog,Female,Mixed Breed,Brown,White,Kuala Lumpur,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,1
Dog,Male,Mixed Breed,Black,Brown,Selangor,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,4.0,0
Dog,Male,Terrier,Brown,Cream,Selangor,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,1
Dog,Female,Poodle,Black,White,Selangor,24.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,5.0,1
Cat,Male,Domestic Medium Hair,Cream,White,Kuala Lumpur,24.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,200.0,0.0,3.0,1
Dog,Female,Mixed Breed,Brown,NoColor,Selangor,6.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,13.0,1
Cat,Male,Domestic Short Hair,Black,NoColor,Kuala Lumpur,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,12.0,1
Dog,Female,Golden Retriever,Golden,Cream,Selangor,72.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0
Dog,Female,Mixed Breed,Brown,Cream,Melaka,12.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,1
